,Brand,Model,Mileage,Year,Price,Price Drop
441,Dodge,Durango,37550,2018,33981,FALSE
442,Nissan,Rogue,37534,2019,23597,FALSE
443,Jeep,Wrangler,9635,2017,32990,FALSE
444,Jeep,Cherokee,80283,2019,22100,FALSE
445,Volvo,XC60,37162,2018,35993,FALSE
446,Volkswagen,Jetta,60170,2017,12995,FALSE
447,Ford,Mustang,33524,2019,25995,FALSE
448,Toyota,Prius,181342,2007,4742,FALSE
449,Nissan,Sentra,20424,2019,19000,FALSE
450,Mercedes-Benz,E-Class,36043,2019,48886,FALSE
451,Honda,CR-V,65257,2019,19800,FALSE
452,Jeep,Compass,38278,2018,22495,FALSE
453,Honda,Civic,64854,2018,19998,FALSE
454,Jeep,Grand Cherokee,35976,2019,28777,FALSE
455,Kia,Soul,145351,2015,6395,FALSE
456,Toyota,RAV4,40045,2020,29297,FALSE
457,Mercedes-Benz,GLE,47747,2018,42903,FALSE
458,Dodge,Challenger,39615,2018,23995,FALSE
459,Subaru,Outback,99006,2009,9999,FALSE
460,Mazda,Mazda3,29834,2018,18495,FALSE
461,Toyota,Highlander,49352,2018,34588,FALSE
462,Nissan,Rogue,24013,2019,25488,FALSE
463,Chevrolet,Silverado 1500,7077,2021,35890,FALSE
464,Ford,F-150,23848,2020,44988,FALSE
465,Honda,Accord,61660,2016,17495,FALSE
466,Mercedes-Benz,GLA,22564,2019,31900,FALSE
467,Toyota,Highlander,21578,2019,32998,FALSE
468,Nissan,Altima,26054,2019,22995,FALSE
469,Mazda,CX-5,18454,2019,28889,FALSE
470,Porsche,Panamera,31273,2016,74995,FALSE
471,Nissan,Pathfinder,103789,2014,13995,FALSE
472,Lexus,RX,35267,2019,38981,FALSE
473,Acura,MDX,108013,2014,11995,FALSE
474,Ford,Explorer,34958,2018,31998,FALSE
475,Lexus,RX,9270,2018,38999,TRUE
476,Toyota,Camry,77928,2010,4995,FALSE
477,Chevrolet,Malibu,53479,2019,16990,FALSE
478,Honda,Odyssey,163297,2018,22999,FALSE
479,Jeep,Wrangler,69908,2016,26839,FALSE
480,Ford,F-150,15867,2017,38985,TRUE
481,Ford,Escape,96267,2015,15295,FALSE
482,Nissan,Maxima,155488,2017,12395,FALSE
483,Porsche,Macan,13228,2019,57995,FALSE
484,Lexus,RX,33309,2019,39732,FALSE
485,Volvo,XC60,41838,2018,37993,FALSE
486,Ford,Focus,86325,2014,8750,FALSE
487,Toyota,Prius Prime,58547,2018,26995,FALSE
488,Volvo,XC90,26036,2019,52894,FALSE
489,Audi,Q7,62164,2014,26886,FALSE
490,Mercedes-Benz,E-Class,11670,2019,49901,FALSE
491,Jeep,Wrangler,75224,2014,20742,FALSE
492,Mercedes-Benz,C-Class,27746,2019,37902,FALSE
493,Ford,Focus,65437,2016,10742,FALSE
494,Hyundai,Tucson,54601,2019,20495,FALSE
495,Ford,Explorer,24893,2021,53995,FALSE
496,BMW,X5,106644,2012,7995,FALSE
497,Toyota,Camry,7971,2021,36993,FALSE
498,Ford,Edge,46676,2020,25597,FALSE
499,Bentley,Continental,1957,2020,249995,FALSE
500,Volkswagen,Golf,88259,2010,7995,FALSE
501,Rolls-Royce,Ghost,49672,2018,229000,FALSE
502,Nissan,Altima,69718,2019,21542,FALSE
503,Ford,Focus,94043,2014,7990,FALSE
504,Nissan,Altima,18366,2019,20495,FALSE
505,Nissan,Rogue,4842,2020,28998,FALSE
506,Lincoln,Nautilus,31563,2019,35590,FALSE
507,Nissan,Sentra,18883,2019,18200,FALSE
508,Toyota,RAV4,46604,2018,19990,FALSE
509,Volvo,XC90,69122,2016,26990,FALSE
510,Volvo,XC90,32459,2019,44394,FALSE
511,Lexus,RX,37705,2018,36035,FALSE
512,Dodge,Durango,33465,2019,35495,FALSE
513,Toyota,Tacoma,42333,2020,36297,FALSE
514,Mercedes-Benz,E-Class,29789,2018,57904,FALSE
515,Ford,Explorer,7578,2020,53945,FALSE
