,Brand,Model,Mileage,Year,Price,Price Drop
3706,Kia,Sorento,50286,2019,21499,FALSE
3707,Mercedes-Benz,GLS,50817,2019,54367,FALSE
3708,Ford,F-150,16826,2021,44499,FALSE
3709,Toyota,RAV4,15281,2020,34999,FALSE
3710,Ford,Fusion,50135,2016,17455,FALSE
3711,Ram,1500,21601,2018,39998,FALSE
3712,Nissan,Maxima,32960,2017,24998,FALSE
3713,Toyota,Tundra,47265,2019,40998,FALSE
3714,Toyota,Corolla,37835,2019,21998,FALSE
3715,Chevrolet,Silverado 1500,3274,2020,43998,FALSE
3716,Toyota,RAV4,46974,2018,28998,FALSE
3717,Chevrolet,Cruze,54776,2017,17998,FALSE
3718,Kia,Soul,18926,2016,17998,FALSE
3719,Ram,1500,87992,2017,31998,FALSE
3720,Ram,1500,69402,2016,34794,FALSE
3721,Jeep,Grand Cherokee,28078,2021,104899,FALSE
3722,Nissan,Altima,103941,2015,15998,FALSE
3723,Ram,1500,76113,2020,44999,FALSE
3724,Lexus,RC,50870,2017,31998,FALSE
3725,BMW,X5,56175,2016,34998,FALSE
3726,Ford,Fusion,41211,2017,18499,FALSE
3727,Subaru,Crosstrek,42000,2018,27588,FALSE
3728,Lexus,RX,25443,2017,46590,FALSE
3729,Honda,CR-V,56226,2019,25990,FALSE
3730,Ram,1500,89815,2014,25998,FALSE
3731,Chevrolet,Blazer,47695,2020,31590,FALSE
3732,Lexus,LS,94849,2016,32998,FALSE
3733,Honda,Accord,48866,2018,23590,FALSE
3734,Nissan,Altima,37336,2020,28998,FALSE
3735,Porsche,Taycan,3984,2021,129995,FALSE
3736,Mercedes-Benz,GLC,23505,2019,42750,FALSE
3737,Honda,Accord,57524,2016,22998,FALSE
3738,BMW,5 Series,45659,2018,47990,FALSE
3739,Nissan,Frontier,9595,2019,34998,FALSE
3740,Toyota,4Runner,6926,2019,46998,FALSE
3741,Volvo,S80,74250,2013,14994,FALSE
3742,Ford,Mustang,39439,2014,27800,FALSE
3743,Mitsubishi,Eclipse,114711,2006,5795,FALSE
3744,Ford,Explorer Sport Trac,78671,2010,16500,FALSE
3745,Honda,Accord,26034,2019,24990,FALSE
3746,Acura,MDX,99630,2016,24442,FALSE
3747,Honda,Accord,95812,2015,16990,FALSE
3748,Toyota,Corolla,41729,2020,19499,FALSE
3749,Lexus,RX,30696,2017,36990,FALSE
3750,Mercedes-Benz,CLA,21964,2019,30422,FALSE
3751,Acura,MDX,171910,2011,11250,FALSE
3752,Toyota,Highlander,31432,2019,31990,FALSE
3753,Nissan,Versa,139771,2007,5499,FALSE
3754,Subaru,Crosstrek,18984,2019,29833,TRUE
3755,Jeep,Wrangler,20675,2018,39500,FALSE
3756,Mercedes-Benz,C-Class,29665,2018,30990,FALSE
3757,Kia,Forte,35179,2018,17998,FALSE
3758,Chevrolet,Camaro,50603,2016,23293,FALSE
3759,Ford,Bronco Sport,2582,2021,36590,FALSE
3760,Honda,Accord,43800,2016,23000,FALSE
3761,Ford,Escape,15903,2020,26990,FALSE
3762,Ford,Fusion,59456,2016,15400,FALSE
3763,Nissan,Murano,13749,2019,28990,FALSE
3764,Jaguar,XF,82014,2017,23875,FALSE
3765,Nissan,Rogue,39021,2017,21990,FALSE
3766,Volkswagen,Jetta,79696,2015,16990,FALSE
3767,Chevrolet,Blazer,39423,2019,39590,FALSE
3768,Nissan,Murano,21902,2019,27990,FALSE
3769,Chevrolet,Malibu,17084,2018,22499,FALSE
3770,Subaru,Outback,18507,2020,35998,FALSE
3771,Honda,CR-V,23966,2019,31500,FALSE
3772,Nissan,Rogue,37826,2017,21998,FALSE
3773,Toyota,4Runner,38866,2018,37999,FALSE
3774,Kia,Sorento,58203,2020,24990,FALSE
3775,Hyundai,Equus,44504,2014,26499,FALSE
3776,Mercedes-Benz,GLS,42592,2019,56990,FALSE
3777,INFINITI,Q50,29731,2019,31998,FALSE
3778,Mazda,Mazda3,16453,2018,23992,FALSE
3779,Dodge,Charger,86632,2017,35998,FALSE
3780,Ford,Explorer,95915,2015,16985,FALSE
3781,Ford,Mustang,41291,2020,26697,FALSE
3782,Porsche,Panamera,73494,2012,29995,FALSE
3783,Jeep,Compass,50536,2018,25991,FALSE
3784,Audi,Q8,56116,2019,66998,FALSE
3785,Mercedes-Benz,GLE,20209,2020,57997,FALSE
3786,Nissan,Rogue,32264,2018,22990,FALSE
3787,INFINITI,G,70083,2013,21998,FALSE
3788,Honda,Accord,31456,2016,23998,FALSE
3789,Toyota,Tacoma,58117,2017,34991,FALSE
3790,Toyota,RAV4,10665,2020,31990,FALSE
3791,Nissan,LEAF,15935,2019,21990,FALSE
3792,Ford,Explorer,80604,2017,23998,FALSE
3793,Land Rover,Range Rover Sport,24475,2019,65998,FALSE
3794,Ford,F-150,7155,2020,65950,FALSE
3795,Honda,Fit,98050,2018,16988,FALSE
3796,Ford,F-150,20951,2020,43998,FALSE
3797,Honda,Accord,49203,2018,26990,FALSE
3798,Chevrolet,Silverado 1500,102489,2015,35998,FALSE
3799,Toyota,Prius,138926,2014,12930,FALSE
3800,Nissan,Sentra,55994,2019,15999,FALSE
3801,Jeep,Cherokee,28614,2019,26499,FALSE
3802,Volvo,V90 Cross Country,14696,2020,52998,FALSE
3803,Chevrolet,Tahoe,46638,2019,54998,FALSE
3804,BMW,X3,34415,2018,36990,FALSE
3805,Nissan,Rogue,79860,2019,21998,FALSE
3806,Lexus,LS,37368,2018,56998,FALSE
3807,Toyota,RAV4,20087,2020,35998,FALSE
3808,Mercedes-Benz,GLC,21502,2019,38998,FALSE
3809,Kia,Sorento,23460,2016,20990,FALSE
3810,Honda,Civic,225,2020,30990,FALSE
3811,Jeep,Grand Cherokee,15124,2020,45998,FALSE
3812,Honda,Civic,17596,2018,29998,FALSE
3813,Jeep,Compass,19240,2018,29998,FALSE
3814,Lexus,RX,157541,2000,6750,FALSE
3815,Ford,Escape,33476,2018,21401,FALSE
3816,Hyundai,Sonata,49477,2018,22998,FALSE
3817,MINI,Hardtop,9347,2016,22700,FALSE
3818,Hyundai,Sonata,27285,2016,21990,FALSE
3819,Chevrolet,Malibu Limited,70365,2016,15991,FALSE
3820,Subaru,Crosstrek,65679,2016,23998,FALSE
3821,Dodge,Durango,43965,2014,27990,FALSE
3822,Tesla,Model 3,37381,2019,41008,FALSE
3823,Ford,Mustang,51628,2014,25990,FALSE
3824,Toyota,C-HR,42078,2018,24988,FALSE
3825,Mercedes-Benz,GLC,40474,2019,37107,FALSE
3826,Volkswagen,Jetta,54927,2019,21799,FALSE
3827,Nissan,LEAF,66791,2015,11590,FALSE
3828,Honda,Fit,51096,2017,15990,FALSE
3829,Ford,Edge,50596,2019,30998,FALSE
3830,Lexus,RX,12845,2020,47590,FALSE
3831,Toyota,Highlander,52705,2019,34788,FALSE
3832,Mercedes-Benz,CLA,83011,2016,20988,FALSE
3833,Honda,CR-V,11007,2021,33998,FALSE
3834,Toyota,Camry,34025,2020,25590,FALSE
3835,Jeep,Grand Cherokee,34255,2018,34990,FALSE
3836,BMW,X5,90039,2012,16495,FALSE
3837,Tesla,Model 3,6382,2019,43990,FALSE
3838,Acura,MDX,82413,2014,22998,FALSE
3839,Hyundai,Tucson,29776,2018,22988,FALSE
3840,Kia,Soul,47657,2019,16999,FALSE
3841,Jeep,Wrangler,24839,2019,54998,FALSE
3842,Honda,CR-V,61326,2015,23998,FALSE
3843,Toyota,Tacoma,9312,2021,42894,FALSE
3844,MINI,Hardtop,21440,2020,27998,FALSE
3845,Ram,1500,30300,2018,36998,FALSE
3846,Porsche,Cayman,17584,2017,72990,FALSE
3847,Toyota,Corolla,14540,2020,25990,FALSE
3848,Honda,CR-V,112836,2017,20998,FALSE
3849,Dodge,Challenger,6145,2020,30998,FALSE
3850,Porsche,911,14214,2008,74995,FALSE
3851,Chevrolet,Corvette,12481,2017,51590,FALSE
3852,Toyota,Highlander,5466,2021,47991,FALSE
3853,Mitsubishi,Eclipse Cross,44761,2020,18297,FALSE
3854,Ford,Mustang,15468,2017,34998,FALSE
3855,Kia,Sorento,16693,2020,29990,FALSE
3856,Chevrolet,Tahoe,53753,2020,53998,FALSE
3857,Toyota,Highlander,24410,2019,36988,FALSE
3858,Jeep,Cherokee,30374,2019,27998,FALSE
3859,Toyota,4Runner,28768,2018,40990,FALSE
3860,Dodge,Journey,46917,2019,23799,FALSE
3861,Lexus,GX,35345,2020,54990,FALSE
3862,Kia,Optima,30711,2019,27998,FALSE
3863,MINI,Clubman,50042,2016,18998,FALSE
3864,Honda,CR-V,22516,2019,32980,FALSE
3865,BMW,X5 M,106455,2016,40999,FALSE
3866,Mitsubishi,Outlander,63134,2018,17289,FALSE
3867,Ford,Fusion,106358,2018,19998,FALSE
3868,Audi,A4,57868,2017,27990,FALSE
3869,Ram,1500 Classic,28015,2019,30998,FALSE
3870,Nissan,Frontier,47832,2019,26990,FALSE
3871,Dodge,Journey,11196,2020,25990,FALSE
3872,Chevrolet,Malibu,49142,2018,20998,FALSE
3873,Toyota,Avalon,79791,2012,17998,FALSE
3874,Ford,Escape,34919,2018,23590,FALSE
3875,Toyota,Corolla,27366,2019,23888,FALSE
3876,Chrysler,300,46116,2017,23998,FALSE
3877,Mercedes-Benz,GLS,24807,2019,62743,FALSE
3878,INFINITI,Q50,70059,2018,25590,FALSE
3879,Ford,Mustang,14692,2018,28991,FALSE
3880,INFINITI,G,61136,2010,22053,FALSE
3881,Jeep,Renegade,31232,2018,20990,FALSE
3882,Kia,Sportage,34340,2019,20499,FALSE
3883,Ford,Explorer,52237,2017,32998,FALSE
3884,Dodge,Grand Caravan,78075,2016,15596,FALSE
3885,Mercedes-Benz,CLA,51345,2014,23995,FALSE
3886,BMW,3 Series,3191,2021,40798,FALSE
3887,Ford,Mustang,43633,2017,31998,FALSE
3888,Dodge,Charger,49277,2018,42998,FALSE
3889,BMW,3 Series,79903,2015,17900,FALSE
3890,Jeep,Wrangler,22302,2019,40500,FALSE
3891,Chevrolet,Equinox,55836,2018,24990,FALSE
3892,Tesla,Model 3,12764,2020,45590,FALSE
3893,Lexus,RX,5959,2021,48590,FALSE
3894,Honda,Accord,32763,2019,32998,FALSE
3895,Mercedes-Benz,E-Class,41761,2016,28998,FALSE
3896,Honda,CR-V,64695,2020,25999,FALSE
3897,Ram,1500,23616,2020,50998,FALSE
3898,BMW,i3,36207,2019,28998,FALSE
3899,Hyundai,Sonata,92000,2015,15998,FALSE
3900,Volkswagen,Atlas,36680,2019,32998,FALSE
3901,Mercedes-Benz,C-Class,48510,2018,40998,FALSE
3902,Jeep,Wrangler,73717,2017,29999,FALSE
3903,Ford,Edge,51622,2019,24955,FALSE
3904,Jeep,Patriot,74290,2016,15990,FALSE
3905,Toyota,Tundra,70945,2017,32998,FALSE
3906,Honda,Accord,15553,2018,28590,FALSE
3907,Honda,Accord,1595,2021,31998,FALSE
3908,Ram,1500 Classic,43398,2019,36498,FALSE
3909,Honda,CR-V,16249,2020,34998,FALSE
3910,Buick,Encore,23571,2019,22998,FALSE
3911,Honda,Accord,65251,2016,21212,FALSE
3912,Toyota,RAV4,10722,2020,30990,FALSE
3913,Cadillac,XT4,15555,2019,40990,FALSE
3914,Ford,Explorer,54726,2016,22694,FALSE
3915,Ford,Explorer,102918,2017,24998,FALSE
3916,Nissan,Rogue Sport,58301,2019,23463,FALSE
3917,Mercedes-Benz,C-Class,19189,2020,40641,FALSE
3918,Kia,Optima,42033,2019,22990,FALSE
3919,Hyundai,Santa Fe Sport,65233,2018,17999,FALSE
3920,Lincoln,Nautilus,22861,2019,37998,FALSE
3921,Nissan,Frontier,56788,2019,23499,FALSE
3922,Jeep,Wrangler,76080,2013,25420,FALSE
3923,Toyota,C-HR,34157,2019,24500,FALSE
3924,Ford,Fusion,73615,2015,13999,FALSE
3925,Jeep,Wrangler,10942,2021,52998,FALSE
3926,Lexus,GX,7998,2021,60998,FALSE
3927,Subaru,Crosstrek,33619,2019,28998,FALSE
3928,BMW,X3,34840,2018,37998,FALSE
3929,Chevrolet,Blazer,21290,2020,30999,FALSE
3930,Toyota,Tacoma,22609,2019,30998,FALSE
3931,Toyota,Corolla,57494,2018,18998,FALSE
3932,Lexus,IS,12688,2021,46590,FALSE
3933,Honda,Civic,3767,2020,26590,FALSE
3934,Jeep,Wrangler,6007,2021,55998,FALSE
3935,Toyota,4Runner,41458,2019,40998,FALSE
3936,Hyundai,Sonata,46413,2017,20998,FALSE
3937,Ford,F-150,27830,2017,45998,FALSE
3938,Mercedes-Benz,CLA,53780,2016,24990,FALSE
3939,BMW,X5,69947,2013,19695,FALSE
3940,Chevrolet,Camaro,18752,2020,42998,FALSE
3941,Toyota,Tundra,69076,2014,28300,FALSE
3942,Honda,CR-V,13284,2018,28100,FALSE
3943,Dodge,Challenger,71241,2017,27000,FALSE
3944,Ford,EcoSport,23000,2020,22998,FALSE
3945,Honda,Civic,3132,2019,45998,FALSE
3946,Toyota,RAV4,20487,2018,34988,FALSE
3947,BMW,i3,69200,2014,15435,FALSE
3948,Volvo,S60,81564,2018,26998,FALSE
3949,Mercedes-Benz,GLC,22464,2018,37990,FALSE
3950,Volkswagen,Passat,24355,2018,23990,FALSE
3951,Mercedes-Benz,GLS,31690,2017,49998,FALSE
3952,Toyota,4Runner,38394,2020,39597,FALSE
3953,Ford,EcoSport,43159,2020,21997,FALSE
3954,Buick,Encore,53914,2019,19499,FALSE
3955,Honda,Odyssey,33992,2016,28998,FALSE
3956,Toyota,Camry,14034,2020,33990,FALSE
3957,Nissan,Pathfinder,35806,2020,29998,FALSE
3958,Ford,Fusion,90474,2016,13995,FALSE
3959,Honda,CR-V,97898,2012,16299,FALSE
3960,Honda,Civic,22372,2020,22846,FALSE
3961,Land Rover,Range Rover Sport,55014,2013,26950,FALSE
3962,Subaru,Ascent,37601,2020,37998,TRUE
3963,Porsche,Boxster,26425,2016,56998,FALSE
3964,Kia,Optima,24267,2020,24990,FALSE
3965,Mercedes-Benz,C-Class,16785,2019,38998,FALSE
3966,Audi,A6,56487,2020,38995,FALSE
3967,Chevrolet,Tahoe,81628,2016,35998,FALSE
3968,Kia,Rio,56913,2019,17998,FALSE
3969,Buick,Enclave,38575,2018,39998,FALSE
3970,Porsche,Macan,4445,2021,56988,FALSE
3971,Mercedes-Benz,A-Class,31088,2019,33999,FALSE
3972,Chevrolet,Corvette,24465,2015,48590,FALSE
3973,BMW,3 Series,67025,2013,16995,FALSE
3974,Buick,Envision,13631,2020,32998,FALSE
3975,Ram,1500,5984,2020,43990,FALSE
3976,Ford,Edge,37793,2019,29950,FALSE
3977,Honda,Odyssey,69566,2013,18800,FALSE
3978,Ford,Escape,36042,2020,24990,FALSE
3979,Lexus,IS,41290,2019,29499,FALSE
3980,Chevrolet,Silverado 1500,31243,2019,41590,FALSE
3981,Ram,1500 Classic,17376,2019,38998,FALSE
3982,Ram,1500,115243,2013,15999,FALSE
3983,Toyota,Highlander,43435,2018,39988,FALSE
3984,Acura,TL,78677,2012,18990,FALSE
3985,Chevrolet,Spark,89040,2015,7999,FALSE
3986,Chevrolet,Impala,54831,2018,25899,FALSE
3987,Nissan,Rogue,27239,2020,27869,FALSE
3988,Toyota,Camry,54847,2020,26299,FALSE
3989,Ford,Edge,28302,2018,29990,FALSE
3990,MINI,Hardtop,38304,2016,19990,FALSE
3991,Lexus,RX,98152,2015,24998,FALSE
3992,Honda,Accord,28121,2018,30991,FALSE
3993,Ford,Escape,34815,2019,26998,FALSE
3994,Chevrolet,Traverse,61730,2017,29998,FALSE
3995,Kia,Forte,24329,2018,16990,FALSE
3996,Toyota,Tacoma,69828,2017,34998,FALSE
3997,GMC,Sierra 1500,13810,2021,45998,FALSE
3998,Mercedes-Benz,E-Class,37155,2019,60999,FALSE
3999,Chevrolet,Malibu,60548,2019,20366,FALSE
4000,Chevrolet,Silverado 1500,15749,2019,46998,FALSE
4001,Kia,K5,8232,2021,32990,FALSE
4002,Audi,A5,49102,2018,39998,FALSE
4003,Toyota,RAV4,83775,2016,22990,FALSE
4004,Volkswagen,Jetta,116121,2013,9995,FALSE
4005,Nissan,Altima,21187,2016,23998,FALSE
4006,Acura,TL,99599,2010,14881,FALSE
4007,Chevrolet,Silverado 1500,11054,2017,28990,FALSE
4008,Toyota,RAV4,65284,2017,23998,FALSE
4009,Honda,Civic,76605,2014,20998,FALSE
4010,Jeep,Wrangler,43892,2017,36590,FALSE
4011,Audi,Q5,43721,2018,36990,FALSE
4012,Nissan,Altima,16179,2020,24990,FALSE
4013,Volkswagen,Jetta,52507,2019,18991,FALSE
4014,Toyota,Tacoma,102398,2015,22988,FALSE
4015,Porsche,Boxster,26456,2017,63990,FALSE
4016,Dodge,Journey,38322,2019,20999,FALSE
4017,Subaru,Forester,11096,2019,36998,FALSE
4018,Mercedes-Benz,C-Class,78942,2012,13100,FALSE
4019,Tesla,Model 3,35639,2019,51590,FALSE
4020,Toyota,Corolla,22980,2020,20999,FALSE
4021,Nissan,Rogue,76765,2018,18499,FALSE
4022,Toyota,Camry,70868,2019,21999,FALSE
4023,Volkswagen,e-Golf,23642,2016,19295,FALSE
4024,Ford,EcoSport,13059,2018,22998,FALSE
4025,Ford,Explorer,3138,2021,42998,FALSE
4026,Toyota,Camry,12203,2020,29999,FALSE
4027,Volkswagen,Tiguan,21480,2019,31588,FALSE
4028,Toyota,RAV4,4403,2020,42590,FALSE
4029,Toyota,Highlander,32238,2018,35990,FALSE
4030,Dodge,Charger,75065,2014,16990,FALSE
4031,Hyundai,Tucson,44557,2020,24397,FALSE
4032,Jeep,Patriot,52737,2017,17998,FALSE
4033,Dodge,Durango,26449,2020,35990,FALSE
4034,BMW,i3,44617,2017,19499,FALSE
4035,Jeep,Renegade,10795,2019,26998,FALSE
4036,Ford,Escape,79793,2014,16499,FALSE
4037,Toyota,Camry,92411,2014,16998,FALSE
4038,Ford,Fusion,71331,2016,18998,FALSE
4039,Hyundai,Sonata,21959,2018,21998,FALSE
4040,Honda,CR-V,57973,2020,31590,FALSE
4041,BMW,3 Series,49138,2018,32499,FALSE
4042,Subaru,Crosstrek,20958,2019,28998,FALSE
4043,MINI,Hardtop,86349,2015,14500,FALSE
4044,Ford,Mustang,63878,2016,21990,FALSE
4045,Nissan,Pathfinder,82264,2014,16994,FALSE
4046,Honda,CR-V,74191,2016,22998,FALSE
4047,Lexus,ES,4001,2019,42590,FALSE
4048,Subaru,Outback,11755,2020,34490,FALSE
4049,Audi,S7,66970,2017,47990,FALSE
4050,Honda,Civic,25226,2021,26999,FALSE
4051,Volkswagen,Rabbit,120719,2008,6588,FALSE
4052,Ford,Explorer,18937,2018,40995,FALSE
4053,Honda,Civic,18915,2019,27499,FALSE
4054,Kia,Optima,65880,2015,19998,FALSE
4055,Toyota,RAV4,22123,2018,27998,FALSE
4056,Jeep,Wrangler,90522,2015,32998,FALSE
4057,Kia,Optima,67056,2019,20929,FALSE
4058,Subaru,Crosstrek,68911,2019,26000,FALSE
4059,Ford,Mustang,32475,2018,35261,FALSE
4060,Toyota,Camry,11781,2020,27998,FALSE
4061,smart,EQ fortwo,4784,2019,19990,FALSE
4062,Nissan,Altima,14607,2020,30998,FALSE
4063,Toyota,Camry,34091,2019,30998,FALSE
4064,INFINITI,QX60,29544,2018,34990,FALSE
4065,Jeep,Grand Cherokee,11358,2020,34998,FALSE
4066,Toyota,Camry,57947,2018,22590,FALSE
4067,Toyota,Corolla,177903,2009,6995,FALSE
4068,Toyota,Camry,83876,2018,20977,FALSE
4069,GMC,Sierra 1500,22162,2018,46995,FALSE
4070,Jeep,Wrangler,7025,2021,44998,FALSE
4071,GMC,Terrain,57546,2020,27998,FALSE
4072,Jeep,Patriot,60530,2016,16588,FALSE
4073,Dodge,Charger,57401,2019,33998,FALSE
4074,Ford,Escape,54587,2018,20920,FALSE
4075,Ford,EcoSport,27613,2018,20998,FALSE
4076,Ford,Edge,76732,2018,22590,FALSE
4077,Kia,Forte,41601,2019,17999,FALSE
4078,Toyota,RAV4,45816,2020,35999,FALSE
4079,Porsche,Cayenne,5741,2021,75998,FALSE
4080,Tesla,Model 3,1210,2021,50590,FALSE
4081,Audi,A5,39577,2019,39590,FALSE
4082,Nissan,Rogue,46116,2020,27990,FALSE
4083,Volkswagen,Beetle,110074,2012,10990,FALSE
4084,BMW,3 Series,38664,2013,23400,FALSE
4085,Ford,Fusion,83465,2013,13563,FALSE
4086,Hyundai,Elantra,39212,2019,18455,FALSE
4087,Dodge,Charger,4385,2021,32998,FALSE
4088,Lexus,RX,31523,2019,51988,FALSE
4089,Buick,Cascada,56200,2016,23998,FALSE
4090,Ford,Fusion,24457,2016,19590,FALSE
4091,Ford,F-150,17997,2021,74950,FALSE
4092,Jeep,Compass,12432,2018,24365,FALSE
4093,Kia,Forte,8523,2021,25990,FALSE
4094,Acura,MDX,38208,2014,33998,FALSE
4095,Hyundai,Elantra,47425,2016,16998,FALSE
4096,Nissan,Titan,62467,2017,32998,FALSE
4097,Toyota,Corolla,46133,2020,21998,FALSE
4098,Honda,Civic,30957,2020,29998,FALSE
4099,Honda,CR-V,53370,2016,22998,FALSE
4100,Toyota,Camry,27546,2019,23995,FALSE
4101,Honda,Accord,89321,2014,14981,FALSE
4102,Chevrolet,Tahoe,51788,2019,42499,FALSE
4103,Ford,Mustang,22023,2019,29998,FALSE
4104,Toyota,RAV4,7033,2021,36590,FALSE
4105,Ford,Expedition,65163,2020,44499,FALSE
4106,INFINITI,Q50,51532,2018,26800,TRUE
4107,Honda,Pilot,11215,2019,43988,FALSE
4108,Ford,Edge,98671,2014,19998,FALSE
4109,Mercedes-Benz,C-Class,15237,2018,53998,FALSE
4110,Lexus,RX,27169,2020,43998,FALSE
4111,Jeep,Wrangler,77318,2016,26635,FALSE
4112,Honda,Civic,25657,2018,21990,FALSE
4113,BMW,M3,32495,2018,63590,FALSE
4114,Tesla,Model 3,18878,2020,45998,FALSE
4115,Chevrolet,Volt,79680,2015,14999,FALSE
4116,Subaru,Outback,73146,2015,19610,FALSE
4117,Volkswagen,CC,56393,2013,13998,FALSE
4118,Chevrolet,Corvette,10978,2015,48990,FALSE
4119,Chrysler,Pacifica,54955,2020,31999,FALSE
4120,Subaru,Crosstrek,11518,2021,35995,FALSE
4121,Mercedes-Benz,GLE,15277,2018,40999,FALSE
4122,BMW,5 Series,70119,2019,37498,FALSE
4123,Toyota,Tacoma,12260,2020,35990,FALSE
4124,Ford,Explorer,36212,2018,32510,FALSE
4125,Dodge,Challenger,44435,2019,30798,FALSE
4126,Nissan,Rogue,27477,2017,22998,FALSE
4127,Chevrolet,Silverado 1500,9730,2021,49998,FALSE
4128,Hyundai,Elantra,26278,2019,19998,FALSE
4129,INFINITI,Q50,35091,2018,28998,FALSE
4130,Lincoln,MKX,68723,2018,31990,FALSE
4131,Chevrolet,Camaro,32722,2015,54590,FALSE
4132,Volkswagen,Tiguan,37611,2018,22998,FALSE
4133,Nissan,Rogue,92736,2016,18998,FALSE
4134,Toyota,Camry,60639,2014,18998,FALSE
4135,Ford,Fusion,84229,2015,16998,FALSE
4136,Ford,Super Duty F-250,50182,2019,44383,FALSE
4137,Honda,CR-V,41817,2019,25990,FALSE
4138,Hyundai,Santa Fe Sport,108863,2017,17998,FALSE
4139,Dodge,Charger,124008,2015,16999,FALSE
4140,Chevrolet,Camaro,16218,2018,38998,FALSE
4141,Hyundai,Elantra,86000,2013,10400,FALSE
4142,Dodge,Grand Caravan,42863,2019,23990,FALSE
4143,Mercedes-Benz,S-Class,55562,2015,44990,FALSE
4144,Dodge,Charger,21020,2020,29990,FALSE
4145,Mercedes-Benz,GLC,15160,2020,47590,FALSE
4146,Toyota,RAV4,82276,2017,21999,FALSE
4147,Jeep,Wrangler,35380,2017,39998,FALSE
4148,Volkswagen,Jetta,22410,2019,21988,FALSE
4149,Toyota,Tacoma,9735,2019,43998,FALSE
4150,Tesla,Model 3,9897,2021,45999,FALSE
4151,Mercedes-Benz,E-Class,33736,2018,60991,FALSE
4152,Cadillac,ATS,13898,2016,22965,FALSE
4153,Mercedes-Benz,C-Class,43359,2017,41998,FALSE
4154,Volkswagen,Jetta,30362,2019,22990,FALSE
4155,Kia,Seltos,21396,2021,29950,FALSE
4156,Toyota,Corolla,2595,2021,25590,FALSE
4157,Jeep,Wrangler,44151,2017,32999,FALSE
4158,Ford,Focus,28586,2018,15499,FALSE
4159,Toyota,RAV4,94679,2018,21000,FALSE
4160,Toyota,Tacoma,19693,2016,31475,FALSE
4161,Honda,HR-V,43486,2017,23790,FALSE
4162,Lexus,ES,17043,2019,38990,FALSE
4163,Volkswagen,Golf,36281,2018,21499,FALSE
4164,Chrysler,Pacifica,60105,2019,33998,FALSE
4165,Cadillac,XTS,41431,2017,26991,FALSE
4166,Mercedes-Benz,GLS,28025,2017,59990,FALSE
4167,Mercedes-Benz,SL,84279,2008,20995,FALSE
4168,Ford,Explorer,7811,2021,41998,FALSE
4169,Ford,F-150,18539,2020,39499,FALSE
4170,Volkswagen,Jetta,29705,2019,22998,FALSE
4171,GMC,Sierra 1500,43330,2016,34998,FALSE
4172,Chevrolet,Tahoe,55951,2017,49999,FALSE
4173,Lexus,RX,44736,2019,41045,FALSE
4174,Ford,Mustang,14469,2017,25990,FALSE
4175,Toyota,Tacoma,38317,2018,33999,FALSE
4176,Jeep,Wrangler,43645,2016,30999,FALSE
4177,Lexus,ES,26331,2019,39998,FALSE
4178,Nissan,Rogue,58451,2016,21998,FALSE
4179,INFINITI,QX50,38798,2019,37999,FALSE
4180,Jeep,Compass,22243,2019,26998,FALSE
4181,Chevrolet,Corvette,10495,2016,56590,FALSE
4182,Lexus,GS,47891,2013,24990,FALSE
4183,Chevrolet,Silverado 1500,20810,2020,30990,FALSE
4184,Ram,1500,47259,2015,27998,FALSE
4185,Nissan,Altima,31400,2019,25998,FALSE
4186,BMW,X5,21975,2018,42455,FALSE
4187,Audi,S6,137323,2002,10990,FALSE
4188,Chevrolet,Traverse,36626,2019,42998,FALSE
4189,Honda,Accord,40275,2018,25988,FALSE
4190,Lexus,IS,44206,2017,29998,FALSE
4191,Subaru,Outback,10972,2020,33750,FALSE
4192,Toyota,RAV4,3695,2021,39990,FALSE
4193,Toyota,Camry,61550,2014,18998,FALSE
4194,Toyota,Camry,49692,2018,20499,FALSE
4195,Ford,Edge,56814,2018,23999,FALSE
4196,Nissan,Pathfinder,41887,2020,26597,FALSE
4197,Dodge,Charger,31217,2020,44998,FALSE
4198,Ford,Escape,22182,2020,23499,FALSE
4199,Hyundai,Sonata,42209,2018,20998,FALSE
4200,Dodge,Charger,56393,2019,27590,FALSE
4201,Lexus,IS,33685,2016,28590,FALSE
4202,Honda,Civic,49561,2016,19400,FALSE
4203,Audi,SQ5,49991,2019,44998,FALSE
4204,Dodge,Charger,6290,2020,46590,FALSE
4205,Honda,Odyssey,111772,2016,16995,FALSE
4206,Buick,Enclave,49023,2018,32998,FALSE
4207,Dodge,Challenger,43143,2020,31097,FALSE
4208,GMC,Yukon,121888,2012,22995,FALSE
4209,Chevrolet,Blazer,70119,2019,32990,FALSE
4210,Audi,A3,42095,2017,21888,FALSE
4211,Honda,Accord,94600,2015,20998,FALSE
4212,Volkswagen,Atlas,29271,2019,37990,FALSE
4213,Kia,Optima,69492,2016,18990,FALSE
4214,Volvo,XC60,75312,2015,17495,FALSE
4215,Honda,Civic,4809,2021,28998,FALSE
4216,Mercedes-Benz,GL,149560,2012,13999,FALSE
4217,Volvo,XC60,111950,2013,12500,FALSE
4218,Hyundai,Tucson,48790,2019,21998,FALSE
4219,Tesla,Model 3,11406,2021,45499,FALSE
4220,Dodge,Challenger,19546,2021,44998,FALSE
4221,Chevrolet,Camaro,36357,2018,39991,FALSE
4222,Ford,Edge,40317,2020,28661,FALSE
